sep=;
1.34185;1.21512;13.7291;14.5755;0.353173;0.303341;1.09113;0.142073;18.4689;22.5612
0.00408291;1;0;1.90188;0;0.943499;0;0.582202;0;179.869
name;Surface Area;Compactness;Bounding Box Volume;Diameter;Eccentricity;D1-1;D1-2;D1-3;D1-4;D1-5;D1-6;D1-7;D1-8;D1-9;D1-10;D1-11;D1-12;D1-13;D1-14;D2-1;D2-2;D2-3;D2-4;D2-5;D2-6;D2-7;D2-8;D2-9;D2-10;D2-11;D2-12;D2-13;D2-14;D3-1;D3-2;D3-3;D3-4;D3-5;D3-6;D3-7;D3-8;D3-9;D3-10;D3-11;D3-12;D3-13;D3-14;D4-1;D4-2;D4-3;D4-4;D4-5;D4-6;D4-7;D4-8;D4-9;D4-10;D4-11;D4-12;D4-13;D4-14;A3-1;A3-2;A3-3;A3-4;A3-5;A3-6;A3-7;A3-8;A3-9;A3-10;A3-11;A3-12;A3-13;A3-14
Cup/29.off;0.96358;1.77518;0.772172;0.343447;-0.359605;0;0;0.027;0.099;0.1798;0.2356;0.2442;0.1738;0.0406;0;0;0;0;0;0.0295773;0.0796863;0.132168;0.213091;0.24781;0.160058;0.104222;0.0310226;0.00236542;0;0;0;0;0;0.00652929;0.0512793;0.118076;0.181411;0.229559;0.217699;0.146069;0.0416829;0.00731722;0.000376432;0;0;0;0;0.012138;0.0747973;0.156569;0.210876;0.218042;0.175703;0.10802;0.0372919;0.00629823;0.000263375;0;0;0;0;0.051588;0.100073;0.138084;0.15806;0.143905;0.120018;0.0956293;0.0705128;0.0480003;0.0322167;0.0208048;0.0124917;0.0064846;0.00213163;
Cup/30.off;0.285003;0.450397;0.36701;0.311742;-0.319397;0.0157937;0.0919632;0.10076;0.10116;0.0903639;0.0929628;0.223511;0.077569;0.0653739;0.140544;0;0;0;0;0.0450391;0.111871;0.159781;0.191317;0.173289;0.0961186;0.0940902;0.101811;0.026683;0;0;0;0;0;0.0126436;0.0907698;0.170587;0.211511;0.210331;0.147427;0.082317;0.0502125;0.0237136;0.00048776;0;0;0;0;0.0223579;0.121799;0.208884;0.227992;0.18921;0.124609;0.067283;0.0283539;0.00886817;0.000642731;0;0;0;0;0.0853593;0.142434;0.134612;0.0993472;0.104856;0.107379;0.0899546;0.0672164;0.0521594;0.0423214;0.0327081;0.0237434;0.0134126;0.00449732;
Fish/221.off;-0.234742;-0.353203;-0.273183;-0.292311;-0.131402;0.00744277;0.118101;0.203904;0.269485;0.151664;0.0964752;0.090858;0.0620699;0;0;0;0;0;0;0.0818688;0.269771;0.263393;0.177458;0.120248;0.0617797;0.0235047;0.00197631;0;0;0;0;0;0;0.0364448;0.225144;0.381394;0.246799;0.0830979;0.0226414;0.00417361;0.000305185;0;0;0;0;0;0;0.0673042;0.304503;0.386929;0.199002;0.0403513;0.00189533;1.51713e-05;0;0;0;0;0;0;0;0.0920075;0.159988;0.145847;0.115043;0.0888885;0.0741555;0.0661163;0.0626436;0.0576636;0.0492377;0.0400849;0.0285586;0.0155382;0.00422841;
Fish/222.off;-0.321316;-0.358642;-0.399809;-0.273595;-0.0695815;0;0.221123;0.260133;0.198668;0.117793;0.0888677;0.0945766;0.0188392;0;0;0;0;0;0;0.111456;0.32414;0.250829;0.158222;0.0913164;0.0457212;0.0176155;0.000699141;0;0;0;0;0;0;0.0580019;0.312731;0.412714;0.180974;0.0336847;0.00189411;0;0;0;0;0;0;0;0;0.105651;0.419009;0.387532;0.0841076;0.00366195;3.90608e-05;0;0;0;0;0;0;0;0;0.113652;0.17513;0.140062;0.0979043;0.0748857;0.0635589;0.0574464;0.0540995;0.052658;0.05299;0.0485902;0.0388678;0.0229402;0.0072147;
Fish/223.off;-0.262491;-0.297998;-0.221032;-0.242642;-0.129546;0.01247;0.151292;0.304087;0.229267;0.119441;0.09375;0.070613;0.0190805;0;0;0;0;0;0;0.098277;0.296146;0.300497;0.160088;0.0894776;0.0408167;0.0137572;0.000940153;0;0;0;0;0;0;0.0503357;0.271757;0.393784;0.227117;0.0547515;0.00225481;0;0;0;0;0;0;0;0;0.0967045;0.385982;0.389607;0.117158;0.010404;0.000144123;0;0;0;0;0;0;0;0;0.097821;0.154435;0.14294;0.11686;0.0963282;0.0783133;0.0652106;0.0567964;0.0504491;0.0456245;0.0395113;0.0302053;0.0184933;0.00701218;
Fish/224.off;-0.331976;-0.331959;-0.419388;-0.277584;0.0567079;0.0106698;0.239478;0.186524;0.205493;0.134361;0.101363;0.0744912;0.047619;0;0;0;0;0;0;0.124261;0.307656;0.218629;0.153793;0.0993471;0.065828;0.0273488;0.00313666;0;0;0;0;0;0;0.0705124;0.347013;0.406747;0.161085;0.0145141;0.000128955;0;0;0;0;0;0;0;0;0.128724;0.47388;0.354356;0.0423288;0.000711062;0;0;0;0;0;0;0;0;0;0.151259;0.185735;0.119983;0.0835957;0.0659748;0.0564358;0.0505113;0.0466019;0.0462771;0.0483602;0.0494966;0.0488954;0.0352922;0.0115819;
Fish/225.off;-0.285034;-0.304228;-0.285114;-0.275628;-0.165293;0.00954575;0.176267;0.262179;0.234529;0.129691;0.0859118;0.0557933;0.046083;0;0;0;0;0;0;0.10688;0.297405;0.273396;0.154322;0.0994555;0.0476068;0.0191649;0.00176936;0;0;0;0;0;0;0.0525426;0.290193;0.400679;0.207379;0.0449185;0.00428635;1.03112e-06;0;0;0;0;0;0;0;0.105193;0.404399;0.368979;0.110997;0.0103896;4.22694e-05;0;0;0;0;0;0;0;0;0.124159;0.169126;0.13436;0.106402;0.0873658;0.0735778;0.059833;0.0516064;0.0459254;0.0429942;0.0393196;0.0334592;0.0234158;0.00845552;
Fish/226.off;-0.320871;-0.357563;-0.413152;-0.200018;-0.0620408;0;0.231595;0.263804;0.178298;0.122316;0.0856979;0.100652;0.017638;0;0;0;0;0;0;0.110563;0.320773;0.249769;0.155466;0.0922119;0.048913;0.0200271;0.00227747;0;0;0;0;0;0;0.0543677;0.307944;0.418467;0.202591;0.0165912;3.91861e-05;0;0;0;0;0;0;0;0;0.105076;0.424432;0.397893;0.0715049;0.00109346;0;0;0;0;0;0;0;0;0;0.12089;0.184654;0.138219;0.099104;0.0759134;0.0636462;0.054809;0.0502517;0.0485728;0.0479241;0.047029;0.0417725;0.022049;0.00516574;
Fish/227.off;-0.320871;-0.357563;-0.413152;-0.200018;-0.0620408;0;0.231595;0.263804;0.178298;0.122316;0.0856979;0.100652;0.017638;0;0;0;0;0;0;0.112495;0.324583;0.246804;0.153583;0.0928586;0.0498554;0.0179624;0.00185835;0;0;0;0;0;0;0.0551291;0.313861;0.428249;0.186691;0.0160148;5.46649e-05;0;0;0;0;0;0;0;0;0.105437;0.426147;0.399703;0.0681237;0.000588581;0;0;0;0;0;0;0;0;0;0.117573;0.185543;0.141053;0.0997251;0.0762575;0.0640081;0.055581;0.0512071;0.0500451;0.0487222;0.0457392;0.0387474;0.0209477;0.00485025;
Fish/228.off;-0.300984;-0.35004;-0.366041;-0.275858;-0.0623845;0;0.19975;0.235157;0.229614;0.116237;0.0935265;0.0806509;0.0450644;0;0;0;0;0;0;0.103578;0.307318;0.248325;0.161972;0.0989061;0.0551937;0.0230274;0.00167932;0;0;0;0;0;0;0.0515981;0.294479;0.416538;0.198955;0.0364461;0.00198232;1.03139e-06;0;0;0;0;0;0;0;0.0923815;0.382302;0.396136;0.120491;0.00860651;8.34531e-05;0;0;0;0;0;0;0;0;0.115628;0.172591;0.139289;0.103812;0.0813266;0.0680255;0.0601105;0.0536157;0.0506195;0.0476604;0.0431118;0.035237;0.0220175;0.00695582;
Fish/229.off;-0.315108;-0.35923;-0.399913;-0.287214;-0.0979207;0;0.211058;0.264442;0.214871;0.113441;0.0816015;0.0943756;0.0202097;0;0;0;0;0;0;0.110141;0.327287;0.252348;0.15867;0.0896086;0.0446508;0.0161362;0.00115823;0;0;0;0;0;0;0.0518244;0.301356;0.428494;0.188652;0.0283866;0.00128669;0;0;0;0;0;0;0;0;0.0967756;0.402543;0.400427;0.095876;0.00433849;4.0101e-05;0;0;0;0;0;0;0;0;0.111701;0.173773;0.146261;0.103757;0.0784798;0.0659978;0.0586817;0.0534602;0.0505426;0.0487739;0.0455871;0.0367343;0.0208078;0.00544224;
Fish/230.off;-0.214648;-0.352306;-0.254562;-0.287639;-0.142834;0.00620626;0.112109;0.194111;0.269114;0.157137;0.0991681;0.0969233;0.0652317;0;0;0;0;0;0;0.0778447;0.25452;0.260257;0.179259;0.127945;0.0682074;0.029229;0.00273838;0;0;0;0;0;0;0.0323183;0.199221;0.353977;0.266785;0.108132;0.0326926;0.00640014;0.000474313;0;0;0;0;0;0;0.0581248;0.276531;0.373805;0.226063;0.0595723;0.00568062;0.000222111;0;0;0;0;0;0;0;0.0939494;0.165101;0.147148;0.113275;0.0861683;0.0724339;0.0643229;0.0608447;0.0577644;0.0503225;0.0405796;0.0285853;0.0151272;0.00437713;
FourLeg/381.off;-0.115399;-0.353567;-0.171465;-0.14609;-0.217294;0;0.0200346;0.263188;0.248198;0.152638;0.175987;0.0967138;0.0390602;0.00417988;0;0;0;0;0;0.0610592;0.202208;0.291413;0.209099;0.139623;0.0624994;0.0302671;0.00383052;0;0;0;0;0;0;0.0237333;0.151691;0.321357;0.32091;0.142622;0.0344071;0.00502355;0.000255662;0;0;0;0;0;0;0.041726;0.216046;0.347761;0.286665;0.0979388;0.00970992;0.00015385;0;0;0;0;0;0;0;0.0791992;0.146889;0.1544;0.131002;0.103908;0.0858225;0.0743256;0.0628103;0.0515496;0.0418694;0.0316129;0.0214059;0.0114906;0.0037137;
FourLeg/382.off;-0.118732;-0.277712;-0.0125208;0.544556;-0.19041;0;0.0969299;0.178262;0.201783;0.165511;0.143229;0.0875217;0.0859124;0.0404803;0.000371379;0;0;0;0;0.0598347;0.197112;0.227069;0.204624;0.169269;0.080589;0.0407186;0.0164198;0.00436049;3.00034e-06;0;0;0;0;0.0229802;0.153596;0.296688;0.286361;0.158433;0.0599804;0.0182017;0.00374343;1.54644e-05;0;0;0;0;0;0.04274;0.214865;0.323253;0.26198;0.122843;0.0305804;0.00370215;3.68374e-05;0;0;0;0;0;0;0.0878115;0.156385;0.146251;0.119185;0.0951841;0.0791978;0.0695295;0.0632918;0.0568078;0.0483157;0.0355343;0.0237496;0.0140906;0.0046656;
FourLeg/383.off;-0.0966955;-0.317451;-0.29648;-0.209355;-0.148006;0;0.0485806;0.170732;0.154538;0.154138;0.203519;0.235506;0.0329868;0;0;0;0;0;0;0.0631984;0.198639;0.228569;0.200403;0.132211;0.0951798;0.076103;0.00569612;0;0;0;0;0;0;0.0242341;0.143432;0.264353;0.313486;0.196447;0.0506861;0.00728137;8.0423e-05;0;0;0;0;0;0;0.0397459;0.199996;0.324263;0.292932;0.126795;0.0160571;0.00021142;0;0;0;0;0;0;0;0.090669;0.162399;0.142076;0.10506;0.0902327;0.0871125;0.0778819;0.0647514;0.0553918;0.045726;0.0348749;0.0245427;0.0143384;0.00494279;
FourLeg/384.off;-0.240292;-0.260639;-0.375246;-0.314026;-0.0883409;0;0.167233;0.193124;0.234083;0.162988;0.160654;0.0817063;0.000212224;0;0;0;0;0;0;0.0897411;0.291764;0.248431;0.199753;0.112054;0.0464394;0.0117424;7.50152e-05;0;0;0;0;0;0;0.0409747;0.246156;0.383734;0.240764;0.0706783;0.0161613;0.00152866;3.09445e-06;0;0;0;0;0;0;0.0765605;0.341906;0.397836;0.161815;0.021554;0.000328465;0;0;0;0;0;0;0;0;0.0954374;0.162063;0.139486;0.110624;0.0907542;0.0779383;0.0688628;0.0607909;0.054579;0.0476367;0.0396835;0.0295104;0.0171587;0.00547543;
FourLeg/385.off;-0.144016;-0.26399;-0.21555;-0.188537;0.0216722;0;0.0879648;0.186325;0.142143;0.159336;0.180528;0.165934;0.0777689;0;0;0;0;0;0;0.0724403;0.192309;0.214464;0.229903;0.143948;0.0771643;0.0610439;0.00872784;0;0;0;0;0;0;0.0273642;0.161809;0.301361;0.288141;0.147542;0.0545448;0.0173155;0.00192395;0;0;0;0;0;0;0.0500315;0.244768;0.35411;0.259308;0.0834791;0.0082714;3.14296e-05;0;0;0;0;0;0;0;0.103326;0.160195;0.137469;0.114871;0.0940877;0.0809113;0.0703544;0.0597118;0.0512627;0.0437995;0.0356681;0.0267559;0.016135;0.00545328;
FourLeg/386.off;-0.0385279;-0.277261;0.297241;0.272652;-0.2114;0.00718735;0.0273119;0.0694777;0.213704;0.158122;0.184954;0.185913;0.13656;0.0167705;0;0;0;0;0;0.0611696;0.162061;0.170388;0.172962;0.185502;0.168178;0.0657739;0.0128874;0.00107754;0;0;0;0;0;0.0212185;0.119427;0.205775;0.242144;0.197898;0.125246;0.0654032;0.0208614;0.00197776;4.85149e-05;0;0;0;0;0.0380632;0.183967;0.275231;0.250423;0.160242;0.0708207;0.018285;0.00277166;0.00019534;0;0;0;0;0;0.0910804;0.140299;0.136278;0.12405;0.108904;0.0966959;0.0821494;0.0646621;0.05042;0.038769;0.0289103;0.0206222;0.0128686;0.00429058;
FourLeg/387.off;-0.111246;-0.25695;-0.131854;0.480151;0.0925617;0;0.0621751;0.138545;0.184726;0.165734;0.167533;0.114754;0.0969612;0.0695722;0;0;0;0;0;0.0672224;0.172833;0.182291;0.212526;0.181877;0.0949103;0.0539075;0.0257005;0.00873087;1.00021e-06;0;0;0;0;0.0240129;0.142567;0.265035;0.265098;0.174494;0.0851354;0.0330918;0.0100842;0.000482506;0;0;0;0;0;0.0465055;0.224895;0.327718;0.269025;0.115172;0.0160826;0.00060208;0;0;0;0;0;0;0;0.110691;0.154967;0.131315;0.110667;0.0930273;0.0768079;0.0670276;0.0600213;0.0540608;0.0461522;0.0396028;0.031623;0.0185036;0.00553364;
FourLeg/388.off;-0.112588;-0.296829;-0.242678;-0.279898;-0.193816;0.00309119;0.0833432;0.183926;0.202235;0.208061;0.245512;0.0664606;0.0073713;0;0;0;0;0;0;0.0642172;0.22495;0.264589;0.240319;0.123996;0.0692569;0.0126056;6.70086e-05;0;0;0;0;0;0;0.0253412;0.166805;0.331821;0.30375;0.136248;0.0323461;0.00368748;0;0;0;0;0;0;0;0.0473224;0.232172;0.352508;0.273968;0.088304;0.00569832;2.70884e-05;0;0;0;0;0;0;0;0.0729558;0.148356;0.150529;0.126277;0.108828;0.0936629;0.0786401;0.0640339;0.0515662;0.0403635;0.0296104;0.0200276;0.0114377;0.00371187;
FourLeg/389.off;-0.0669561;-0.175802;0.00848938;0.437891;-0.195255;0.00558483;0.0805058;0.184932;0.220864;0.168177;0.0995785;0.106849;0.0935722;0.0399368;0;0;0;0;0;0.0602587;0.190564;0.228923;0.226398;0.164992;0.0755966;0.031257;0.0167571;0.00525367;0;0;0;0;0;0.0216873;0.150089;0.280852;0.279908;0.178214;0.0674193;0.0189836;0.00284084;5.1558e-06;0;0;0;0;0;0.0404086;0.209387;0.323422;0.263036;0.126412;0.0337791;0.00349189;6.39223e-05;0;0;0;0;0;0;0.0896559;0.152445;0.150238;0.122559;0.0968438;0.080929;0.069585;0.0605004;0.0522065;0.0444661;0.0356259;0.0255229;0.0147056;0.004717;
FourLeg/390.off;-0.331964;-0.0706282;-0.308478;-0.0292626;-0.0766033;0.0271698;0.247044;0.261384;0.132327;0.105912;0.0812579;0.08;0.0437736;0.0211321;0;0;0;0;0;0.110826;0.275722;0.280926;0.17206;0.0907817;0.0404866;0.0224008;0.00679677;0;0;0;0;0;0;0.0645606;0.315175;0.339654;0.19624;0.0625626;0.0183945;0.00340699;6.1889e-06;0;0;0;0;0;0;0.117113;0.405609;0.329051;0.12451;0.0224566;0.00126078;0;0;0;0;0;0;0;0;0.116445;0.154815;0.135414;0.107157;0.0894793;0.0765409;0.0653043;0.0563532;0.0466502;0.0416389;0.0388697;0.0334179;0.026281;0.0116347;
Glasses/41.off;-0.278522;0.980393;-0.104806;0.745104;-0.0987036;0;0.00741163;0.120724;0.178164;0.190137;0.198261;0.106186;0.0393387;0.0324971;0.0286488;0.0292189;0.036488;0.0329247;0;0.0964068;0.168918;0.143799;0.130152;0.120141;0.104103;0.121577;0.0760497;0.0356945;0.00315849;0;0;0;0;0.0463371;0.18559;0.200149;0.164328;0.128124;0.0976262;0.0728879;0.0527841;0.0363125;0.0158622;0;0;0;0;0.076373;0.237516;0.216446;0.197261;0.146953;0.0833559;0.0338808;0.00772723;0.000487556;0;0;0;0;0;0.149426;0.16641;0.128611;0.103781;0.0777634;0.0545939;0.048686;0.0684494;0.0648401;0.0484942;0.0352265;0.0270108;0.0192436;0.00746398;
Glasses/42.off;-0.401358;0.406215;-0.257233;0.170486;0.0432938;0.000480307;0.128002;0.232229;0.220461;0.1878;0.0535543;0.0417867;0.0372238;0.0333814;0.0338617;0.0252161;0.00600384;0;0;0.148119;0.215428;0.172171;0.148479;0.120362;0.103403;0.0612009;0.028751;0.00208551;0;0;0;0;0;0.103495;0.2886;0.246246;0.162983;0.0985132;0.0530246;0.0281127;0.0155774;0.00344217;0;0;0;0;0;0.151821;0.339033;0.261781;0.163642;0.0660469;0.0160019;0.00166752;7.58947e-06;0;0;0;0;0;0;0.150138;0.169127;0.130826;0.0945908;0.0663102;0.0523932;0.0538234;0.0609284;0.0536852;0.0555754;0.0506649;0.0331489;0.0206157;0.00817225;
Glasses/43.off;-0.432141;0.525271;-0.321564;0.0775714;0.428576;0;0.033099;0.303749;0.259813;0.157586;0.0591681;0.0424722;0.043058;0.0454013;0.0205038;0.0287053;0.00644405;0;0;0.169249;0.209181;0.168211;0.145426;0.124119;0.106685;0.0480175;0.028303;0.000808228;0;0;0;0;0;0.116008;0.296299;0.242348;0.152661;0.0951089;0.0512177;0.0267706;0.0180004;0.00158615;0;0;0;0;0;0.163746;0.375236;0.277283;0.139007;0.0388854;0.00568951;0.000153976;0;0;0;0;0;0;0;0.163596;0.182433;0.123125;0.0859685;0.0641868;0.0472114;0.0447443;0.0541288;0.0554325;0.0566732;0.0599087;0.0389593;0.0183627;0.00526931;
Glasses/44.off;-0.305169;1.09842;-0.179403;0.168915;0.0971713;0;0;0.028785;0.217557;0.247774;0.217239;0.0941476;0.0407125;0.0400763;0.0378499;0.0435751;0.0322837;0;0;0.105512;0.171575;0.140663;0.126058;0.119596;0.121746;0.124699;0.0819567;0.00819527;0;0;0;0;0;0.0503621;0.178055;0.200765;0.170835;0.133535;0.100751;0.0788202;0.0619173;0.0249593;0;0;0;0;0;0.0804128;0.261526;0.266866;0.203442;0.123552;0.0526493;0.0110857;0.000465923;0;0;0;0;0;0;0.126092;0.150643;0.117303;0.107504;0.0907998;0.0640564;0.0569825;0.0767542;0.0759045;0.053524;0.0375532;0.0255122;0.0133619;0.00401023;
Glasses/45.off;-0.348155;0.37668;-0.200125;0.1264;0.165977;0;0.0387109;0.185034;0.201519;0.179107;0.132617;0.0872384;0.0592702;0.032043;0.0370439;0.0335247;0.0138915;0;0;0.126058;0.198726;0.149675;0.143659;0.130504;0.108557;0.0848605;0.0563463;0.0016133;0;0;0;0;0;0.0614343;0.229324;0.241633;0.170727;0.109139;0.0761631;0.0584184;0.0393157;0.0138452;0;0;0;0;0;0.113024;0.333608;0.243162;0.162105;0.100389;0.0407971;0.00684756;6.71861e-05;0;0;0;0;0;0;0.155943;0.168792;0.12371;0.0997225;0.0682939;0.0469404;0.0392943;0.0573506;0.0713096;0.0564103;0.0442206;0.0368951;0.0241352;0.00698208;
Glasses/46.off;-0.470526;0.0644517;-0.514932;-0.20042;0.574763;0.112364;0.274436;0.203008;0.0885547;0.0822891;0.0797828;0.0964912;0.0630744;0;0;0;0;0;0;0.229712;0.249527;0.199343;0.149975;0.0955773;0.0449085;0.0240469;0.00691084;0;0;0;0;0;0;0.217186;0.447433;0.234491;0.0809892;0.0198436;5.57173e-05;0;0;0;0;0;0;0;0;0.361202;0.466807;0.156089;0.0158925;9.77734e-06;0;0;0;0;0;0;0;0;0;0.250739;0.203364;0.0955137;0.0474602;0.0321753;0.0255339;0.0232306;0.0244514;0.02961;0.0429115;0.0715442;0.0746575;0.0535299;0.025279;
Glasses/48.off;-0.367655;0.708239;-0.255405;0.145585;0.154811;0;0.0450155;0.212133;0.213872;0.178903;0.106646;0.0539026;0.060085;0.0680062;0.0438563;0.0175811;0;0;0;0.128997;0.195426;0.162012;0.143507;0.138985;0.115686;0.0789845;0.035619;0.000783154;0;0;0;0;0;0.0763516;0.234296;0.238433;0.183757;0.120593;0.0719317;0.0454527;0.0258252;0.00335976;0;0;0;0;0;0.118282;0.299292;0.276948;0.188235;0.0871115;0.0274501;0.0026784;2.16962e-06;0;0;0;0;0;0;0.143456;0.166259;0.125048;0.0924335;0.0684641;0.0575126;0.0624723;0.0638963;0.0540573;0.052355;0.0527684;0.034295;0.0200831;0.0068992;
Glasses/49.off;-0.441258;0.331288;-0.452647;-0.327118;0.427012;0.0118971;0.200965;0.274598;0.151447;0.0781351;0.070418;0.0713826;0.126045;0.0151125;0;0;0;0;0;0.18582;0.218379;0.173961;0.165019;0.122379;0.0845057;0.0415666;0.00836975;0;0;0;0;0;0;0.136207;0.332424;0.268965;0.145206;0.0638311;0.0418842;0.0114805;0;0;0;0;0;0;0;0.191766;0.404779;0.273484;0.104543;0.0246721;0.000754871;0;0;0;0;0;0;0;0;0.182151;0.204271;0.142282;0.0718543;0.0429122;0.0299726;0.024928;0.02656;0.0489967;0.0705575;0.0748903;0.0480569;0.0246371;0.00793108;
Glasses/50.off;-0.258798;0.744405;-0.105528;0.751686;-0.0966493;0;0.000269542;0.0929919;0.18558;0.184636;0.207008;0.118464;0.0392183;0.0327493;0.0293801;0.037062;0.0443396;0.0283019;0;0.0885291;0.159143;0.13997;0.130631;0.120404;0.106731;0.132558;0.0810531;0.0377882;0.00319244;0;0;0;0;0.0394899;0.158164;0.181442;0.163538;0.139229;0.109943;0.0836918;0.0625807;0.0426192;0.0193026;0;0;0;0;0.0701529;0.238514;0.226664;0.197254;0.141462;0.0809905;0.0357717;0.0087026;0.000484441;3.25128e-06;0;0;0;0;0.133284;0.145111;0.121261;0.108857;0.0920127;0.0660114;0.0549511;0.0760532;0.0712643;0.0491931;0.0335583;0.0244166;0.0171513;0.00687559;
Hand/181.off;-0.23003;-0.219814;-0.375282;-0.277061;0.0748627;0.023198;0.13256;0.217619;0.229495;0.167081;0.119304;0.106186;0.00455675;0;0;0;0;0;0;0.0986398;0.261056;0.270189;0.194592;0.105947;0.0501125;0.0184394;0.00102413;0;0;0;0;0;0;0.0487862;0.274061;0.361048;0.227926;0.0764588;0.0111775;0.000543409;0;0;0;0;0;0;0;0.105903;0.413977;0.361079;0.109019;0.00992169;0.000100777;0;0;0;0;0;0;0;0;0.110927;0.163071;0.138263;0.110146;0.0876018;0.0720993;0.0627459;0.0559803;0.0503118;0.0455516;0.040249;0.0335237;0.0220412;0.00748831;
Hand/182.off;-0.0657499;-0.266863;-0.206972;-0.123658;-0.166914;0.00959616;0.0471811;0.165534;0.238105;0.22571;0.147341;0.121351;0.0451819;0;0;0;0;0;0;0.0701977;0.203515;0.257149;0.226364;0.137644;0.0691034;0.0307324;0.00529511;0;0;0;0;0;0;0.0260037;0.170622;0.294861;0.288592;0.168082;0.0483647;0.00347348;0;0;0;0;0;0;0;0.0526005;0.253515;0.348227;0.247275;0.089183;0.0091432;5.63592e-05;0;0;0;0;0;0;0;0.0812135;0.150591;0.149375;0.122244;0.0974297;0.081557;0.0709146;0.063729;0.056958;0.0484431;0.0367314;0.0240143;0.0129028;0.00389702;
Hand/183.off;0.0668165;-0.255217;-0.111586;-0.456301;-0.0908149;0.00919632;0.0567773;0.117353;0.158737;0.187325;0.192323;0.229508;0.0487805;0;0;0;0;0;0;0.0535174;0.167686;0.214156;0.213563;0.172564;0.119211;0.0545376;0.00476593;0;0;0;0;0;0;0.0174735;0.125584;0.247122;0.262494;0.195744;0.105427;0.0391712;0.00663284;0.000352624;0;0;0;0;0;0.0399227;0.207547;0.321891;0.267669;0.12866;0.0321061;0.002198;6.50294e-06;0;0;0;0;0;0;0.0885711;0.153477;0.144313;0.123185;0.103386;0.0878255;0.0730957;0.0602586;0.0502524;0.041914;0.0330372;0.0229465;0.0134684;0.00426875;
Hand/184.off;-0.0889068;-0.209121;-0.250928;-0.191405;-0.13947;0.0117396;0.088794;0.223906;0.222839;0.211526;0.122305;0.0661686;0.0495197;0.00320171;0;0;0;0;0;0.0836688;0.228161;0.270049;0.217405;0.119269;0.0558289;0.0230269;0.00259155;0;0;0;0;0;0;0.0358823;0.219293;0.320008;0.261552;0.131051;0.0307817;0.0014324;0;0;0;0;0;0;0;0.0678214;0.304339;0.359084;0.211482;0.0542489;0.00302286;2.16848e-06;0;0;0;0;0;0;0;0.0861439;0.157748;0.152206;0.124064;0.09872;0.0800264;0.0679546;0.0599335;0.0532014;0.0450834;0.0348379;0.0234972;0.0127288;0.00385483;
Hand/185.off;-0.176784;-0.228199;-0.366361;-0.308053;0.699912;0.0305344;0.0875854;0.169948;0.194054;0.286862;0.103254;0.0441945;0.0337485;0.0498192;0;0;0;0;0;0.115196;0.227983;0.217037;0.183611;0.146103;0.0689347;0.0373876;0.00374756;0;0;0;0;0;0;0.0580879;0.268012;0.298487;0.204111;0.120123;0.0428189;0.00833822;2.27003e-05;0;0;0;0;0;0;0.117637;0.410739;0.3461;0.11231;0.0130309;0.000183381;0;0;0;0;0;0;0;0;0.127252;0.156741;0.124681;0.10427;0.0865697;0.0740034;0.0673539;0.0597652;0.0515449;0.0439665;0.0383109;0.033099;0.0237971;0.00864448;
Hand/186.off;-0.166351;-0.275005;-0.306302;-0.296928;-0.0689247;0.0152868;0.0678069;0.215226;0.255335;0.172393;0.142122;0.0809747;0.0508552;0;0;0;0;0;0;0.0822682;0.23148;0.263306;0.205858;0.123256;0.0660686;0.0262352;0.00152725;0;0;0;0;0;0;0.0352079;0.208772;0.32881;0.27498;0.119648;0.0286773;0.00387051;3.50553e-05;0;0;0;0;0;0;0.0662815;0.300982;0.371744;0.210712;0.046563;0.00370073;1.73387e-05;0;0;0;0;0;0;0;0.0976247;0.160271;0.148196;0.118416;0.0944438;0.0794832;0.0673188;0.0583713;0.0504744;0.0437684;0.0355003;0.0252929;0.0156339;0.00520581;
Hand/187.off;-0.215435;-0.237165;-0.36998;-0.278203;0.0498544;0.021893;0.125328;0.209491;0.231122;0.173178;0.125197;0.10999;0.00380178;0;0;0;0;0;0;0.0943097;0.2496;0.260473;0.198591;0.115189;0.0598043;0.0205092;0.00152424;0;0;0;0;0;0;0.0464174;0.255221;0.355994;0.243549;0.0855613;0.0127531;0.000503114;0;0;0;0;0;0;0;0.0849737;0.363845;0.385552;0.145478;0.0198529;0.000297978;0;0;0;0;0;0;0;0;0.114299;0.169417;0.142664;0.109487;0.0848579;0.0701811;0.0611587;0.0551321;0.0510313;0.045117;0.0391306;0.0305423;0.0203972;0.00658431;
Hand/188.off;-0.112832;-0.0924591;0.107758;-0.207156;-0.293309;0;0.0516099;0.201209;0.213181;0.184703;0.205858;0.119144;0.0242939;0;0;0;0;0;0;0.0766505;0.19088;0.242258;0.243168;0.155355;0.0692656;0.0204345;0.00198825;0;0;0;0;0;0;0.028822;0.176773;0.279744;0.275399;0.173874;0.0554938;0.00904116;0.000851831;1.03127e-06;0;0;0;0;0;0.0501893;0.242929;0.327792;0.236174;0.109462;0.0291042;0.00413901;0.000211285;0;0;0;0;0;0;0.0842101;0.138751;0.141197;0.126944;0.11415;0.09811;0.0797054;0.0640449;0.0497286;0.0380946;0.0288583;0.0201302;0.0119134;0.00416355;
